"((5, 0), (2, 0))",1.161779440392369,1.3665891728878066,1.6662509106086052,1.9532193817672754,2.137924153135473,2.2367633676065655,2.4662356980334756,2.6295464033827596,2.8281061348452647,2.8838374858582867,3.099078913941417,3.275361682552073,3.808015957550978,4.079374220746148,4.207671875424676,4.252327675660879,4.348442989299796,4.384578844803329,4.538251963738594,4.6423777731213445
"((5, 0), (3, 0))",0.3600574182380818,0.5648671507335195,0.8645288884543181,1.1514973596129883,1.336202130981186,1.4350413454522783,1.6645136758791885,1.8278243812284725,2.0263841126909776,2.0821154637039996,2.29735689178713,2.4736396603977857,3.006293935396691,3.277652198591861,3.405949853270389,3.4506056535065923,3.546720967145509,3.582856822649042,3.7365299415843065,3.8406557509670574
"((1, 0), (2, 0))",5.351489443706314,5.556299176201752,5.855960913922551,6.142929385081221,6.3276341564494185,6.426473370920511,6.655945701347421,6.819256406696705,7.01781613815921,7.073547489172232,7.288788917255363,7.465071685866018,7.997725960864924,8.269084224060093,8.39738187873862,8.442037678974824,8.53815299261374,8.574288848117273,8.727961967052538,8.832087776435289
"((2, 0), (1, 0))",5.508551424875135,5.7133611573705725,6.013022895091371,6.299991366250041,6.484696137618239,6.583535352089331,6.813007682516242,6.9763183878655255,7.174878119328031,7.230609470341053,7.445850898424183,7.622133667034839,8.154787942033744,8.426146205228914,8.554443859907442,8.599099660143645,8.695214973782562,8.731350829286095,8.88502394822136,8.98914975760411
"((4, 0), (0, 0))",1.841663147830702,2.0464728803261396,2.3461346180469382,2.6331030892056084,2.817807860573806,2.9166470750448985,3.1461194054718087,3.3094301108210926,3.507989842283598,3.5637211932966197,3.7789626213797503,3.955245389990406,4.487899664989311,4.759257928184481,4.887555582863009,4.9322113830992125,5.028326696738129,5.064462552241662,5.218135671176927,5.3222614805596775
"((3, 0), (1, 0))",1.9105340622739013,2.115343794769339,2.4150055324901376,2.701974003648808,2.8866787750170055,2.985517989488098,3.214990319915008,3.378301025264292,3.576860756726797,3.632592107739819,3.8478335358229496,4.024116304433605,4.556770579432511,4.828128842627681,4.956426497306209,5.001082297542412,5.097197611181329,5.133333466684862,5.2870065856201265,5.391132395002877
"((5, 0), (0, 0))",1.8183982986328617,2.0232080311282994,2.322869768849098,2.609838240007768,2.794543011375966,2.8933822258470583,3.1228545562739685,3.2861652616232524,3.4847249930857576,3.5404563440987795,3.75569777218191,3.9319805407925656,4.464634815791471,4.735993078986641,4.864290733665169,4.908946533901372,5.005061847540289,5.041197703043822,5.1948708219790865,5.298996631361837
"((3, 0), (0, 0))",5.386948962386072,5.591758694881509,5.891420432602308,6.178388903760978,6.363093675129176,6.461932889600268,6.691405220027178,6.854715925376462,7.053275656838967,7.109007007851989,7.32424843593512,7.5005312045457755,8.03318547954468,8.30454374273985,8.432841397418379,8.477497197654582,8.573612511293499,8.609748366797032,8.763421485732296,8.867547295115047
"((4, 0), (3, 0))",1.0455931516411239,1.2504028841365615,1.5500646218573602,1.8370330930160303,2.021737864384228,2.1205770788553204,2.3500494092822306,2.5133601146315145,2.7119198460940197,2.7676511971070417,2.982892625190172,3.159175393800828,3.691829668799733,3.963187931994903,4.091485586673431,4.136141386909634,4.232256700548551,4.268392556052084,4.422065674987349,4.526191484370099
"((0, 0), (0, 0))",5.840879263586755,6.045688996082193,6.3453507338029915,6.632319204961662,6.8170239763298595,6.915863190800952,7.145335521227862,7.308646226577146,7.507205958039651,7.562937309052673,7.7781787371358035,7.954461505746459,8.487115780745365,8.758474043940534,8.886771698619063,8.931427498855266,9.027542812494183,9.063678667997715,9.21735178693298,9.32147759631573
"((1, 0), (0, 0))",4.708633824736071,4.913443557231509,5.213105294952308,5.500073766110978,5.6847785374791755,5.783617751950268,6.013090082377178,6.176400787726462,6.374960519188967,6.430691870201989,6.64593329828512,6.822216066895775,7.354870341894681,7.6262286050898505,7.754526259768379,7.799182060004582,7.895297373643499,7.931433229147031,8.085106348082297,8.189232157465048
"((4, 1), (3, 0))",0.32881975434299626,0.5336294868384339,0.8332912245592325,1.1202596957179027,1.3049644670861005,1.4038036815571928,1.633276011984103,1.796586717333387,1.995146448795892,2.050877799808914,2.2661192278920446,2.4424019965027,2.9750562715016056,3.2464145346967754,3.3747121893753036,3.419367989611507,3.5154833032504236,3.5516191587539563,3.705292277689221,3.809418087071972
"((0, 0), (3, 0))",4.201309973485304,4.406119705980742,4.70578144370154,4.992749914860211,5.177454686228408,5.276293900699501,5.505766231126411,5.669076936475695,5.8676366679382,5.923368018951222,6.138609447034352,6.314892215645008,6.847546490643913,7.118904753839083,7.247202408517611,7.291858208753815,7.387973522392731,7.424109377896264,7.577782496831529,7.68190830621428
"((2, 0), (0, 0))",5.25511917056936,5.459928903064798,5.759590640785596,6.046559111944267,6.231263883312465,6.330103097783557,6.559575428210467,6.722886133559751,6.921445865022257,6.977177216035278,7.192418644118408,7.368701412729065,7.901355687727969,8.17271395092314,8.301011605601667,8.34566740583787,8.441782719476787,8.47791857498032,8.631591693915585,8.735717503298336
"((3, 0), (2, 0))",5.300194558718321,5.5050042912137584,5.804666028934557,6.091634500093226,6.276339271461424,6.375178485932517,6.6046508163594275,6.7679615217087115,6.966521253171216,7.022252604184239,7.237494032267369,7.413776800878024,7.94643107587693,8.2177893390721,8.346086993750628,8.390742793986831,8.486858107625748,8.52299396312928,8.676667082064546,8.780792891447296
"((2, 0), (2, 0))",5.496008258558797,5.700817991054235,6.0004797287750335,6.287448199933704,6.4721529713019015,6.570992185772994,6.800464516199904,6.963775221549188,7.162334953011693,7.218066304024715,7.433307732107846,7.609590500718501,8.142244775717407,8.413603038912576,8.541900693591105,8.586556493827308,8.682671807466225,8.718807662969757,8.872480781905022,8.976606591287773
"((1, 0), (1, 0))",5.52390905170118,5.728718784196618,6.028380521917416,6.315348993076086,6.500053764444284,6.5988929789153765,6.828365309342287,6.991676014691571,7.190235746154076,7.245967097167098,7.461208525250228,7.637491293860884,8.17014556885979,8.44150383205496,8.569801486733487,8.61445728696969,8.710572600608607,8.74670845611214,8.900381575047405,9.004507384430156
"((4, 0), (1, 0))",1.879438568918253,2.0842483014136906,2.383910039134489,2.6708785102931594,2.855583281661357,2.9544224961324494,3.1838948265593596,3.3472055319086436,3.5457652633711487,3.6014966143841707,3.816738042467301,3.993020811077957,4.525675086076863,4.7970333492720325,4.925331003950561,4.969986804186764,5.066102117825681,5.102237973329213,5.255911092264478,5.360036901647229
"((5, 0), (2, 1))",0.7417266400232103,0.946536372518648,1.2461981102394466,1.5331665813981168,1.7178713527663145,1.8167105672374069,2.046182897664317,2.209493603013601,2.408053334476106,2.463784685489128,2.6790261135722586,2.8553088821829142,3.3879631571818196,3.6593214203769895,3.7876190750555176,3.832274875291721,3.9283901889306376,3.9645260444341703,4.118199163369435,4.222324972752186
"((5, 0), (1, 1))",0.8484942013376582,1.0533039338330958,1.3529656715538945,1.6399341427125647,1.8246389140807624,1.9234781285518547,2.152950458978765,2.316261164328049,2.514820895790554,2.570552246803576,2.7857936748867065,2.962076443497362,3.4947307184962675,3.7660889816914374,3.8943866363699655,3.9390424366061687,4.0351577502450855,4.071293605748618,4.224966724683883,4.329092534066634
"((0, 0), (1, 0))",5.724011390458581,5.928821122954019,6.228482860674817,6.5154513318334875,6.700156103201685,6.7989953176727775,7.028467648099688,7.191778353448972,7.390338084911477,7.446069435924499,7.661310864007629,7.837593632618285,8.37024790761719,8.64160617081236,8.769903825490887,8.81455962572709,8.910674939366007,8.94681079486954,9.100483913804805,9.204609723187556
"((2, 0), (3, 0))",5.313041060837489,5.517850793332927,5.817512531053725,6.104481002212395,6.289185773580593,6.3880249880516855,6.617497318478596,6.78080802382788,6.979367755290385,7.035099106303407,7.250340534386537,7.426623302997193,7.959277577996098,8.230635841191267,8.358933495869795,8.403589296105999,8.499704609744915,8.535840465248448,8.689513584183713,8.793639393566464
"((5, 0), (1, 0))",1.589160603076479,1.7939703355719168,2.0936320732927154,2.3806005444513856,2.5653053158195833,2.6641445302906757,2.893616860717586,3.0569275660668698,3.255487297529375,3.311218648542397,3.5264600766255274,3.702742845236183,4.235397120235088,4.506755383430258,4.635053038108786,4.67970883834499,4.775824151983906,4.811960007487439,4.965633126422704,5.069758935805455
"((4, 0), (2, 0))",1.374685235469241,1.5794949679646786,1.8791567056854772,2.1661251768441474,2.350829948212345,2.4496691626834375,2.6791414931103477,2.8424521984596316,3.0410119299221368,3.0967432809351587,3.3119847090182892,3.488267477628945,4.02092175262785,4.29228001582302,4.420577670501548,4.4652334707377515,4.561348784376668,4.597484639880201,4.751157758815466,4.8552835681982165
"((1, 0), (3, 0))",2.7045311184056575,2.909340850901095,3.209002588621894,3.495971059780564,3.6806758311487617,3.779515045619854,4.008987376046765,4.172298081396049,4.370857812858553,4.426589163871576,4.641830591954706,4.818113360565361,5.350767635564267,5.622125898759437,5.750423553437965,5.7950793536741685,5.891194667313085,5.927330522816618,6.081003641751883,6.1851294511346335
"((4, 1), (2, 1))",0.0,0.20480973249543766,0.5044714702162363,0.7914399413749065,0.9761447127431042,1.0749839272141966,1.3044562576411067,1.4677669629903907,1.6663266944528958,1.7220580454659178,1.9372994735490483,2.113582242159704,2.6462365171586093,2.917594780353779,3.0458924350323073,3.0905482352685105,3.1866635489074273,3.22279940441096,3.3764725233462247,3.4805983327289756
"((0, 0), (2, 0))",4.231493452837185,4.436303185332623,4.735964923053421,5.022933394212092,5.20763816558029,5.306477380051382,5.535949710478292,5.699260415827576,5.897820147290082,5.953551498303103,6.168792926386233,6.34507569499689,6.877729969995794,7.149088233190964,7.277385887869492,7.322041688105696,7.418157001744612,7.454292857248145,7.60796597618341,7.712091785566161
